algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_observed,0.14929613056529825,0.03605429172242401,0.14045859016087534,0.044618619766774996,10
itemknn,yahoo_observed,0.17913492689001573,0.04370101319059454,0.11514512944523665,0.03874976103995412,10
listrankmf,yahoo_observed,0.14023585032788846,0.033702924870961576,0.12117569477467968,0.039074746702351365,10
randomguess,yahoo_observed,0.005501782599544858,0.0015293442936341044,0.00863124815990608,0.002982221372586504,10
slim,yahoo_observed,0.07870955953090833,0.021659338558593005,0.044093697161315844,0.015847830242783408,10
svdpp,yahoo_observed,0.03815233525100888,0.009978971515962531,0.01309189581076476,0.0044542152552093294,10
ranksgd,yahoo_observed,0.10170453304689998,0.02531064805964443,0.050956181308411605,0.0167845536226343,10
userknn,yahoo_observed,0.20756358531799937,0.04983750716880137,0.14520636747348878,0.04538329191359204,10
smootheditemaverage,yahoo_observed,0.003322048074485467,0.0008411393614987574,0.000958865360003372,0.0004588032880902314,10
optimalobservedprecision,yahoo_observed,0.15056688312036667,0.036799847065570636,0.13706259840318688,0.04339514433186771,10
optimalobservedantiprecision,yahoo_observed,0.0012417232929563266,0.00026763525138596826,0.0006591037728937353,0.00019116803670426305,10
optimaltrueprecision,yahoo_observed,0.15333833407832004,0.03716306633530874,0.1385276788699914,0.04368189638692411,10
optimaltrueantiprecision,yahoo_observed,0.0017363955366474283,0.0005161536991015103,0.0,0.0,10
optimaltrueprecisionrestricted,yahoo_observed,0.0021179759400434786,0.0006690881284649206,0.0,0.0,10
optimaltrueantiprecisionrestricted,yahoo_observed,0.0017363955366474283,0.0005161536991015103,0.0,0.0,10
pnmf,yahoo_observed,0.17023075133360513,0.041005543873064425,0.15256164509973635,0.0483272796788377,10
eals,yahoo_observed,0.08284033604400894,0.020971133626457656,0.06503922377789614,0.022768113171477734,10
gbpr,yahoo_observed,0.21611995969943698,0.05245650927164978,0.1582091205360844,0.05039189447524375,10
plsa,yahoo_observed,0.1763665155903366,0.044962722232842665,0.1153878202451853,0.03580577327470847,10
bpoissmf,yahoo_observed,0.0041176670203136485,0.0013381762569298413,0.004761625334039035,0.0018925635633722042,10
wrmf,yahoo_observed,0.2361467465560162,0.056566622060791445,0.1530786559472743,0.0505065952972663,10
wbpr,yahoo_observed,0.07912394760039979,0.02001529344293634,0.06851361997209666,0.022901930797170716,10
