algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_observed,0.14447518112401975,0.03490638135269392,0.1377959845023439,0.043886129155521585,10
itemknn,yahoo_observed,0.17494310583093506,0.043141001146350784,0.11628697220121555,0.0380970576996561,10
listrankmf,yahoo_observed,0.130622524068719,0.03175391669850975,0.10527961385980336,0.03440962934658005,10
randomguess,yahoo_observed,0.005854924484059238,0.001834161253343523,0.007599040531960409,0.0027321360336262897,10
slim,yahoo_observed,0.07977285164680467,0.022029040886511274,0.05454894576044918,0.01820787160871227,10
svdpp,yahoo_observed,0.03038451687803335,0.008521207489491785,0.010457454929160328,0.003439052350019106,10
ranksgd,yahoo_observed,0.09646728619027946,0.02527703477264043,0.051352604621638195,0.016813144822315627,10
userknn,yahoo_observed,0.19224387894223277,0.0469430645777608,0.14254757295134177,0.04455483377913642,10
smootheditemaverage,yahoo_observed,0.002450004473770485,0.0005158578525028659,0.0009769382330577234,0.0003630110813909056,10
optimalobservedprecision,yahoo_observed,0.14774675839039803,0.03588077951853267,0.13796422425260135,0.04319831868551777,10
optimalobservedantiprecision,yahoo_observed,0.0009584766271812508,0.0001719526175009553,0.00015299840481346023,0.00011463507833397021,10
optimaltrueprecision,yahoo_observed,0.1478809268051111,0.03568972105464272,0.1362066477490202,0.04279709591134887,10
optimaltrueantiprecision,yahoo_observed,0.0013157992258511038,0.00042032862055789075,0.0,0.0,10
optimaltrueprecisionrestricted,yahoo_observed,0.0028998077247222895,0.0008979747802827667,0.00010667430900522226,7.642338555598014e-05,10
optimaltrueantiprecisionrestricted,yahoo_observed,0.0013157992258511038,0.00042032862055789075,0.0,0.0,10
pnmf,yahoo_observed,0.1706761577588763,0.040733664501337405,0.1518852028814049,0.04803209782193351,10
eals,yahoo_observed,0.08268200818110011,0.0219335116545663,0.06878470026226444,0.023404661826518916,10
gbpr,yahoo_observed,0.21296621104733837,0.05055406954528085,0.16331312352555052,0.05103171570500573,10
plsa,yahoo_observed,0.16927874950198607,0.0415361100496752,0.10314495635894749,0.0326901031715705,10
bpoissmf,yahoo_observed,0.00878083283391274,0.002407336645013374,0.012503157443577906,0.004432556362246848,10
wrmf,yahoo_observed,0.23761586782912208,0.057241115781429125,0.1536916224635176,0.05015284677111196,10
wbpr,yahoo_observed,0.09137598421992964,0.02258311043179213,0.06887810380488489,0.02390141383263279,10
