algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_observed,0.15180494591563753,0.035932398694065684,0.1441951166068686,0.04530439792586902,10
itemknn,yahoo_observed,0.1703017907715121,0.042154791626656425,0.11793741123224782,0.038313808334933745,10
listrankmf,yahoo_observed,0.1384405236721458,0.032398694065680814,0.13101187550547772,0.04106011138851546,10
randomguess,yahoo_observed,0.006388757424847051,0.0018628768964855005,0.007369812333212188,0.0028615325523333973,10
slim,yahoo_observed,0.07130048005831702,0.020184367198002692,0.04659803172906616,0.016324178989821397,10
svdpp,yahoo_observed,0.034796183384996814,0.008834261570962168,0.013406493301480964,0.004378720952563856,10
ranksgd,yahoo_observed,0.10400309280872268,0.026483579796427886,0.05138790030861592,0.01651622815440753,10
userknn,yahoo_observed,0.19440900522352716,0.04760898790090263,0.14617465510611527,0.045880545419627425,10
smootheditemaverage,yahoo_observed,0.0030141842891083168,0.0008258114077203765,0.00044922367949960204,0.00017284424812752066,10
optimalobservedprecision,yahoo_observed,0.15342737818516253,0.036489341271365466,0.14056012731480938,0.044113693105434996,10
optimalobservedantiprecision,yahoo_observed,0.0013491453812175915,0.0002880737468792011,0.0004798018156256997,0.0002304589975033609,10
optimaltrueprecision,yahoo_observed,0.15505177386609664,0.036739005185327446,0.1427957393041594,0.04476666026502785,10
optimaltrueantiprecision,yahoo_observed,0.0018375693763181193,0.0005761474937584022,0.0,0.0,10
optimaltrueprecisionrestricted,yahoo_observed,0.0035884175934617086,0.0009602458229306702,0.0,0.0,10
optimaltrueantiprecisionrestricted,yahoo_observed,0.0018375693763181193,0.0005761474937584022,0.0,0.0,10
pnmf,yahoo_observed,0.1678082434511667,0.040119070482043405,0.15511540746092178,0.048934127136546955,10
eals,yahoo_observed,0.07987069854125133,0.021375072018436723,0.06486290277096211,0.023487612828884195,10
gbpr,yahoo_observed,0.2168004241199793,0.05221816785096985,0.16358702445090412,0.051776454772421744,10
plsa,yahoo_observed,0.16912769244374948,0.04357595544459382,0.11002376879061722,0.03433839062800077,10
bpoissmf,yahoo_observed,0.005425032790631825,0.0017668523141924335,0.004643160627868157,0.0018820818129441138,10
wrmf,yahoo_observed,0.23129587603005955,0.05563664298060304,0.1520266018940793,0.0499903975417707,10
wbpr,yahoo_observed,0.08918944541982139,0.021240637603226427,0.07981436542066805,0.02638755521413482,10
