algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_observed,0.15310123422852076,0.03736389684813753,0.14564237046243086,0.04414517669531996,10
itemknn,yahoo_observed,0.18144563873889788,0.04435530085959885,0.12159583750406427,0.03831900668576886,10
listrankmf,yahoo_observed,0.14498001822998532,0.03476599808978032,0.1289009323142193,0.04042024832855779,10
randomguess,yahoo_observed,0.008958400829778043,0.0024832855778414518,0.00870672567210505,0.0032473734479465137,10
slim,yahoo_observed,0.07494208583883454,0.020878701050620823,0.04492761141212644,0.014899713467048714,10
svdpp,yahoo_observed,0.034175062598494774,0.00976122254059217,0.011963283298278437,0.004164278892072588,10
ranksgd,yahoo_observed,0.10241280150469853,0.02597898758357211,0.04995783109261994,0.016886341929321872,10
userknn,yahoo_observed,0.20190146343707008,0.04945558739255015,0.1493174762917273,0.04636103151862465,10
smootheditemaverage,yahoo_observed,0.002832625734706213,0.0007831900668576886,0.00042295513734529473,0.00022922636103151866,10
optimalobservedprecision,yahoo_observed,0.15688279609974692,0.03831900668576887,0.14338063873034124,0.04345749761222541,10
optimalobservedantiprecision,yahoo_observed,0.0007482630110305821,0.0002101241642788921,0.0002236138599237881,0.00013371537726838585,10
optimaltrueprecision,yahoo_observed,0.1539392565815403,0.03816618911174785,0.1382747010513376,0.04219675262655206,10
optimaltrueantiprecision,yahoo_observed,0.0010301629060743519,0.00036294173829990454,0.0,0.0,10
optimaltrueprecisionrestricted,yahoo_observed,0.0010301629060743519,0.00036294173829990454,0.0,0.0,10
optimaltrueantiprecisionrestricted,yahoo_observed,0.0010301629060743519,0.00036294173829990454,0.0,0.0,10
pnmf,yahoo_observed,0.17444317310008392,0.042406876790830945,0.15740351289072307,0.0476981852913085,10
eals,yahoo_observed,0.07639721673082482,0.020477554918815664,0.06795017660034522,0.023992359121298948,10
gbpr,yahoo_observed,0.20883889663282246,0.050907354345749764,0.17275709346833176,0.05333333333333333,10
plsa,yahoo_observed,0.15743047063608662,0.040553963705826174,0.10514627074727256,0.03224450811843362,10
bpoissmf,yahoo_observed,0.005361841953624101,0.0016236867239732568,0.0077166619668546975,0.002979942693409742,10
wrmf,yahoo_observed,0.23633548572125648,0.05671442215854823,0.15118101878661958,0.04853868194842407,10
wbpr,yahoo_observed,0.08798042852865914,0.021623686723973256,0.07235446532226285,0.02527220630372493,10
