6342862	17801250	0
25003764	72325972	1
29960317	66295263	0
32871691	13176911	0
30125175	78446434	1
30125175	77052505	0
13663419	4517211	0
29960317	36995311	0
30125175	61210275	0
13663419	77960617	1
32136939	14538246	0
6342862	70555369	0
30125175	78361807	0
32871691	43957041	2
28282475	70625832	1
29928861	3338125	1
29928861	66295263	2
32871691	16033869	1
32867273	57719221	2
29928861	84208593	0
28282475	81024170	0
28282475	63264439	1
28755767	84986265	2
16965651	4954825	2
29928861	16256608	1
16965651	70743428	0
16965651	88026203	2
33025805	83888799	1
33025805	82938704	1
32345367	67653031	2
16965651	5999869	0
33025805	8750746	1
21515166	64230569	1
33025805	75286204	1
28375885	10737055	2
30901412	55678111	0
22481487	72071167	1
31882817	66541060	1
15512807	67540709	0
22481487	63264439	1
22481487	82900774	1
30901412	61080156	1
25486037	85205712	1
32254355	6132153	1
22481487	15661190	0
22481487	9476033	0
28375885	536440	0
22481487	73561246	1
32254355	62500634	1
15470430	88304149	1
22481487	78160898	1
15512807	42232481	2
15512807	72325972	2
22481487	66703496	0
21515166	11435612	0
32732290	43957041	1
21515166	5147891	0
32254355	69425079	2
6989385	77158575	1
30339681	72581182	1
29960317	61256514	0
32732290	66541060	0
21515166	82550184	1
24810427	65443904	1
6989385	91108501	2
6340330	15597432	2
30339681	15100914	2
21515166	87904287	1
24810427	4517211	2
18424108	78461516	0
21515166	8247183	0
32475513	20590281	0
31269093	72527358	1
30339681	69815375	0
18424108	90988663	0
16965651	18752211	1
32254355	72581182	2
30320478	4096104	1
18424108	85017611	1
30339681	1589044	1
21515166	1672747	0
24810427	13526995	1
28079216	77522417	1
24810427	15661190	1
31269093	26388241	0
31269093	60850009	0
30194569	5384567	1
31184650	78580184	1
32173500	11689986	0
32173500	89160781	2
32173500	74042578	2
30194569	72033090	2
31184650	14012408	1
20961587	68825735	0
32173500	2405183	2
20961587	16082575	1
30194569	6521475	2
28079216	17587494	2
20961587	73399731	1
30320478	69990343	1
24810427	15409904	0
30194569	77052505	2
30194569	63776202	2
32173500	71752391	1
30194569	72482166	2
30194569	2586286	0
30194569	16622424	0
30194569	17587494	2
30194569	1674626	0
20961587	67204737	1
32173500	1364404	0
32173500	14229391	1
32173500	23190261	1
18716362	63920967	1
14976706	2159153	2
18716362	7747321	1
20961587	17801250	1
28079216	8348762	1
30320478	12150665	1
15201808	77705560	1
30471957	88304149	2
30471957	69992142	0
15201808	3151015	2
15201808	77586629	0
32812355	4257083	2
30320478	74911301	1
30320478	81024170	0
14976706	18167172	0
32352104	88304149	1
30398579	69992142	2
16965651	70870518	1
32937683	68071549	0
30398579	14861779	1
17007048	88304149	1
29858812	81791220	0
28082008	85205712	0
17007048	76503289	1
6342862	85017611	0
21704174	42232481	0
17007048	85017611	1
21704174	68825735	0
27653179	43865151	2
16616574	65126194	2
27653179	70405744	0
32084861	91917646	0
17007048	71579567	0
17007048	89978661	1
27653179	82938704	1
27653179	71379069	1
27653179	73854012	2
28082008	16053451	1
27653179	68071549	1
26733404	82138970	2
16616574	73205697	2
30513549	11102580	0
32084861	91217118	0
32084861	2704335	0
16616574	8750746	1
30513549	78077516	0
21946266	70555369	1
21946266	10752377	1
30513549	31102171	2
21756253	13526995	0
32084861	67093926	0
32084861	65483312	0
21756253	71142799	0
30513549	62343841	1
16616574	4189327	2
30513549	83888799	0
16616574	16169324	2
21946266	6526074	1
21946266	77273513	1
16616574	17528473	2
11481352	84986265	0
11481352	61898421	0
16616574	17587494	2
21756253	15597432	0
11481352	9943235	1
31220201	8192953	1
31220201	31102171	0
21946266	81888572	1
32927924	16103952	0
21946266	17410069	2
31220201	69614247	0
31220201	82492738	0
11481352	58484831	0
31220201	90282069	0
21946266	12633684	1
32084861	83294786	0
31220201	49553651	0
