algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed,0.08596317620247092,0.0146095717884131,0.0336272040302267,0.004785894206549119,10
itemknn,cm100k_observed,0.06387693960112095,0.011838790931989925,0.01966834592779177,0.00327455919395466,10
listrankmf,cm100k_observed,0.06307274799088401,0.012090680100755669,0.014000839630562551,0.0021410579345088163,10
randomguess,cm100k_observed,0.01156591099916037,0.0026448362720403024,0.009340890008396305,0.0015113350125944586,10
slim,cm100k_observed,0.02893726760225501,0.005667506297229219,0.019154072208228377,0.0031486146095717885,10
svdpp,cm100k_observed,0.03278007676622286,0.006801007556675063,0.01031696053736356,0.0017632241813602017,10
ranksgd,cm100k_observed,0.04717374355283675,0.008816120906801008,0.013581024349286314,0.0021410579345088163,10
userknn,cm100k_observed,0.05910154077660375,0.01057934508816121,0.020151133501259445,0.002770780856423174,10
smootheditemaverage,cm100k_observed,0.015177821758426292,0.0026448362720403024,0.0027287993282955497,0.00037783375314861465,10
optimalobservedprecision,cm100k_observed,0.08504258126424373,0.014861460957178841,0.031003358522250207,0.004534005037783376,10
optimalobservedantiprecision,cm100k_observed,0.005132241813602014,0.0015113350125944586,0.003085642317380353,0.0007556675062972292,10
optimaltrueprecision,cm100k_observed,0.09913637999280316,0.017380352644836273,0.027329974811083124,0.0039042821158690177,10
optimaltrueantiprecision,cm100k_observed,0.006312222622046298,0.0021410579345088163,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.009262924313302147,0.002896725440806045,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.006312222622046298,0.0021410579345088163,0.0,0.0,10
pnmf,cm100k_observed,0.057630142737195626,0.00982367758186398,0.03258816120906801,0.0047858942065491196,10
eals,cm100k_observed,0.013927371956339212,0.0031486146095717885,0.007871536523929471,0.001385390428211587,10
gbpr,cm100k_observed,0.05792551277437927,0.009571788413098236,0.03193744752308984,0.004659949622166247,10
plsa,cm100k_observed,0.03821818399904042,0.008060453400503778,0.025556255247691013,0.0034005037783375316,10
bpoissmf,cm100k_observed,0.013979848866498742,0.002896725440806045,0.010285474391267842,0.001385390428211587,10
wrmf,cm100k_observed,0.03684328895286074,0.007556675062972292,0.01868178001679261,0.0026448362720403024,10
wbpr,cm100k_observed,0.04852514893446884,0.007934508816120909,0.025325356842989085,0.004785894206549119,10
