algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed,0.11318391692923528,0.01735330836454432,0.03487307532251352,0.005368289637952561,10
itemknn,cm100k_observed,0.0695564076650219,0.01223470661672909,0.03083645443196005,0.004868913857677903,10
listrankmf,cm100k_observed,0.07710401680439133,0.012609238451935083,0.014398668331252598,0.002372034956304619,10
randomguess,cm100k_observed,0.008744030279610803,0.0018726591760299626,0.002062897568515546,0.0008739076154806492,10
slim,cm100k_observed,0.040743713215623326,0.006741573033707865,0.008843112775697045,0.001373283395755306,10
svdpp,cm100k_observed,0.02521451360402671,0.005118601747815232,0.008896617323583616,0.0018726591760299628,10
ranksgd,cm100k_observed,0.04724748825872421,0.008614232209737829,0.01978776529338327,0.0032459425717852684,10
userknn,cm100k_observed,0.07008649901908327,0.012359550561797753,0.021941323345817727,0.0036204744069912613,10
smootheditemaverage,cm100k_observed,0.017930463904246675,0.0036204744069912613,0.002924915284465846,0.0006242197253433209,10
optimalobservedprecision,cm100k_observed,0.10219021857598636,0.01585518102372035,0.03476903870162297,0.005118601747815232,10
optimalobservedantiprecision,cm100k_observed,0.001993539821255177,0.0007490636704119852,0.0008739076154806491,0.0003745318352059926,10
optimaltrueprecision,cm100k_observed,0.12140925034183461,0.019600499375780275,0.02849711669936389,0.004244694132334582,10
optimaltrueantiprecision,cm100k_observed,0.007740324594257178,0.0017478152309612985,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.011048689138576779,0.0024968789013732834,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.007740324594257178,0.0017478152309612985,0.0,0.0,10
pnmf,cm100k_observed,0.06321611874046332,0.009612983770287142,0.026229118363949824,0.004244694132334582,10
eals,cm100k_observed,0.014169292352812952,0.0032459425717852692,0.009125497889542833,0.0017478152309612983,10
gbpr,cm100k_observed,0.06471077819392426,0.009737827715355807,0.038722430295464,0.006367041198501872,10
plsa,cm100k_observed,0.03646582644709985,0.007365792759051187,0.016375364128173118,0.002621722846441948,10
bpoissmf,cm100k_observed,0.006462160394744664,0.0014981273408239703,0.0072825634623387425,0.0011235955056179776,10
wrmf,cm100k_observed,0.05994391930721519,0.00923845193508115,0.027153558052434457,0.004619225967540575,10
wbpr,cm100k_observed,0.047253928620969825,0.008739076154806492,0.025853100291302538,0.004744069912609239,10
