algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_true,0.02295394821540979,0.011385199240986717,0.005232182682988324,0.007590132827324478,10
itemknn,cm100k_true,0.016904494429887888,0.009962049335863378,0.004220037860186741,0.00635673624288425,10
listrankmf,cm100k_true,0.021058865786088045,0.010436432637571158,0.005257529451929034,0.007210626185958254,10
randomguess,cm100k_true,0.007723233351791226,0.0053130929791271354,0.009204343210487844,0.013851992409867174,10
slim,cm100k_true,0.01401891690079546,0.007874762808349147,0.006109540796652794,0.008538899430740038,10
svdpp,cm100k_true,0.014675414315441103,0.007590132827324478,0.006494904672970437,0.009108159392789373,10
ranksgd,cm100k_true,0.012380610763521802,0.006736242884250475,0.004520911304746091,0.006641366223908918,10
userknn,cm100k_true,0.016132939661653804,0.009962049335863378,0.004210851610796581,0.0060721062618595825,10
smootheditemaverage,cm100k_true,0.012681275995401455,0.006261859582542695,0.008978848736119208,0.011954459203036054,10
optimalobservedprecision,cm100k_true,0.024753911376853024,0.01233396584440228,0.004584222128304208,0.006451612903225807,10
optimalobservedantiprecision,cm100k_true,0.01327645821840134,0.008254269449715369,0.007540181684975039,0.010246679316888047,10
optimaltrueprecision,cm100k_true,0.028929665798170565,0.015939278937381406,0.004682365159817681,0.006831119544592031,10
optimaltrueantiprecision,cm100k_true,0.015119683746902186,0.008728652751423151,0.001835592389519024,0.0026565464895635677,10
optimaltrueprecisionrestricted,cm100k_true,0.021977544067760608,0.012428842504743834,0.001982692502288767,0.0030360531309297912,10
optimaltrueantiprecisionrestricted,cm100k_true,0.021977544067760608,0.012428842504743834,0.001982692502288767,0.0030360531309297912,10
pnmf,cm100k_true,0.020095865329561525,0.009962049335863378,0.0050009163818120735,0.007115749525616698,10
eals,cm100k_true,0.011284830786720976,0.006546489563567363,0.008549502702845683,0.011954459203036052,10
gbpr,cm100k_true,0.015700310023058096,0.008444022770398482,0.006598992806245628,0.009108159392789375,10
plsa,cm100k_true,0.02126411726031485,0.009487666034155597,0.006054164514686296,0.00844402277039848,10
bpoissmf,cm100k_true,0.007648198962798805,0.005502846299810247,0.01023131265223802,0.014516129032258065,10
wrmf,cm100k_true,0.01974119416774847,0.009772296015180267,0.004939219808615936,0.007590132827324478,10
wbpr,cm100k_true,0.012449080578196551,0.006641366223908918,0.006123022258089829,0.009108159392789375,10
