1	14	2
1	46	0
1	83	0
1	93	0
1	94	0
1	153	2
1	170	1
1	184	2
1	194	2
1	238	1
1	292	2
1	320	2
1	462	0
1	492	2
1	494	0
1	584	2
1	623	0
1	638	0
1	692	0
1	708	0
1	740	0
1	752	2
1	765	2
1	781	0
1	791	2
1	885	2
1	915	0
1	952	0
1	964	2
1	979	0
2	93	2
2	127	2
2	170	2
2	292	2
2	308	2
2	320	2
2	383	2
2	504	2
2	516	2
2	607	2
2	687	1
2	692	2
2	765	1
2	859	2
2	885	2
2	996	2
3	35	1
3	121	1
3	132	0
3	153	1
3	166	0
3	168	0
3	170	1
3	193	0
3	194	1
3	246	0
3	292	1
3	304	1
3	320	0
3	342	0
3	390	0
3	395	0
3	405	1
3	492	1
3	507	0
3	563	0
3	569	0
3	584	1
3	597	1
3	684	1
3	752	0
3	756	0
3	786	1
3	795	0
3	806	0
3	812	0
3	858	0
3	859	1
3	964	0
3	969	0
3	996	0
4	96	0
4	545	0
4	816	0
4	941	0
4	979	0
4	996	0
5	40	0
5	64	1
5	71	0
5	96	2
5	188	1
5	238	0
5	430	0
5	460	0
5	501	0
5	527	0
5	619	0
5	667	2
5	679	0
5	841	0
5	846	0
5	929	0
5	983	0
6	56	1
6	58	0
6	62	2
6	243	2
6	287	2
6	365	2
6	566	1
6	889	2
6	946	1
7	1	0
7	4	0
7	9	0
7	29	0
7	46	0
7	47	0
7	56	0
7	62	0
7	64	0
7	65	0
7	67	0
7	87	0
7	88	0
7	92	0
7	99	0
7	108	0
7	114	0
7	116	0
7	118	0
7	121	2
7	122	0
7	124	0
7	127	0
7	131	1
7	142	0
7	148	0
7	153	0
7	156	0
7	163	0
7	169	0
7	170	0
7	192	0
7	194	2
7	196	0
7	201	0
7	216	0
7	221	0
7	252	0
7	255	0
7	261	0
7	264	0
7	270	0
7	285	0
7	287	0
7	289	0
7	292	2
7	304	1
7	305	0
7	306	1
7	310	0
7	311	0
7	312	0
7	315	0
7	320	2
7	321	0
7	333	0
7	352	0
7	355	0
7	379	0
7	381	0
7	388	0
7	395	1
7	400	0
7	405	0
7	421	0
7	425	0
7	427	0
7	433	0
7	434	0
7	449	0
7	455	0
7	456	0
7	462	1
7	463	1
7	477	0
7	478	0
7	492	2
7	494	0
7	498	1
7	499	0
7	500	0
7	501	0
7	516	0
7	525	0
7	537	0
7	538	0
7	539	0
7	542	0
7	547	0
7	549	0
7	552	0
7	563	0
7	572	0
7	583	0
7	586	0
7	594	0
7	599	0
7	622	0
7	637	0
7	648	0
7	649	0
7	654	0
7	668	0
7	673	0
7	681	0
7	682	0
7	684	0
7	687	0
7	693	0
7	694	0
7	699	0
7	702	0
7	705	0
7	708	0
7	716	0
7	719	0
7	729	0
7	740	0
7	751	0
7	756	0
7	760	0
7	763	0
7	764	0
7	777	0
7	781	0
7	782	0
7	784	0
7	786	2
7	793	0
7	800	0
7	801	0
7	812	0
7	814	0
7	821	0
7	823	0
7	837	0
7	860	0
7	865	0
7	868	0
7	875	0
7	884	0
7	885	2
7	890	0
7	891	0
7	893	0
7	896	0
7	900	0
7	903	0
7	906	0
7	909	0
7	917	0
7	947	0
7	948	0
7	952	1
7	964	2
7	970	0
7	973	0
7	977	0
7	989	0
7	998	0
8	2	0
8	12	0
8	23	0
8	35	0
8	52	1
8	105	1
8	111	0
8	121	0
8	127	1
8	132	2
8	141	0
8	164	0
8	168	0
8	170	1
8	191	0
8	194	0
8	244	1
8	292	1
8	304	1
8	315	0
8	320	0
8	378	2
8	383	0
8	395	0
8	398	1
8	410	0
8	424	2
8	441	2
8	477	0
8	487	0
8	492	1
8	498	1
8	500	1
8	516	0
8	522	1
8	537	1
8	554	2
8	562	0
8	744	0
8	786	1
8	795	0
8	826	0
8	837	0
8	859	0
8	866	0
8	886	0
8	910	0
8	930	0
8	960	0
8	964	1
8	967	0
8	969	0
