algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_true_synthetic,0.0010915466755962349,0.0010436432637571159,0.013636836572245604,0.018311195445920303,10
itemknn,cm100k_true_synthetic,0.0041425569135134935,0.0031309297912713472,0.012428649217352355,0.016034155597722963,10
listrankmf,cm100k_true_synthetic,0.0043748923095111285,0.0030360531309297912,0.010269575697875136,0.014705882352941176,10
randomguess,cm100k_true_synthetic,0.00877270394585385,0.004838709677419354,0.009363489705197979,0.01347248576850095,10
slim,cm100k_true_synthetic,0.001027576806123519,0.0010436432637571159,0.013926472242165677,0.018785578747628085,10
svdpp,cm100k_true_synthetic,0.009529584925687638,0.0062618595825426945,0.008724679297800608,0.012333965844402278,10
ranksgd,cm100k_true_synthetic,0.00596629360023712,0.0037001897533206836,0.008468823217258947,0.011859582542694497,10
userknn,cm100k_true_synthetic,0.004432161239561619,0.004079696394686907,0.013663792373555039,0.018595825426944972,10
smootheditemaverage,cm100k_true_synthetic,0.011528160436381218,0.007210626185958254,0.0067940441831625216,0.010151802656546489,10
optimalobservedprecision,cm100k_true_synthetic,0.0015772011223512505,0.0016129032258064518,0.011347573169166734,0.014421252371916509,10
optimalobservedantiprecision,cm100k_true_synthetic,0.008959718442758138,0.0053130929791271354,0.006151080890226586,0.009297912713472486,10
optimaltrueprecision,cm100k_true_synthetic,0.022050460634419136,0.013757115749525619,0.008496586904265937,0.012998102466793168,10
optimaltrueantiprecision,cm100k_true_synthetic,0.012784103415033206,0.007210626185958255,0.0028986080212644247,0.004364326375711575,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.02265793320110208,0.010815939278937382,0.0038465340902016578,0.0058823529411764705,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.02265793320110208,0.010815939278937382,0.0038465340902016578,0.0058823529411764705,10
pnmf,cm100k_true_synthetic,0.00209898550742953,0.0018026565464895636,0.011598251351548409,0.015939278937381403,10
eals,cm100k_true_synthetic,0.006906924718328716,0.00493358633776091,0.011090402082807607,0.015180265654648957,10
gbpr,cm100k_true_synthetic,0.002270269913143002,0.0018026565464895636,0.012262284042518971,0.015844402277039846,10
plsa,cm100k_true_synthetic,0.0037359778109303725,0.0022770398481973438,0.012005481200825526,0.01726755218216319,10
bpoissmf,cm100k_true_synthetic,0.007490359103262329,0.0045540796963946875,0.009448710959554407,0.01394686907020873,10
wrmf,cm100k_true_synthetic,0.0035769886233034142,0.0021821631878557878,0.01086577279867818,0.014611005692599623,10
wbpr,cm100k_true_synthetic,0.00284235714738561,0.0022770398481973433,0.013108468605027044,0.017362428842504746,10
