algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_true_synthetic,0.0015525824586545651,0.0011385199240986719,0.013207221170662494,0.017552182163187855,10
itemknn,cm100k_true_synthetic,0.0043917116858099205,0.0029411764705882357,0.008818484398735825,0.01280834914611006,10
listrankmf,cm100k_true_synthetic,0.00439411421384856,0.0029411764705882353,0.011434013850040853,0.0150853889943074,10
randomguess,cm100k_true_synthetic,0.006494360678310929,0.004079696394686908,0.010548267816457277,0.014326375711574952,10
slim,cm100k_true_synthetic,0.0011715356117633158,0.0008538899430740039,0.01348397621729726,0.01869070208728653,10
svdpp,cm100k_true_synthetic,0.011928348970465958,0.006641366223908918,0.008933584920859647,0.012618595825426945,10
ranksgd,cm100k_true_synthetic,0.008252120131236105,0.00493358633776091,0.009628800231867268,0.013472485768500951,10
userknn,cm100k_true_synthetic,0.004011856665824986,0.0031309297912713472,0.012065174970456288,0.016603415559772294,10
smootheditemaverage,cm100k_true_synthetic,0.014504893430415252,0.007495256166982923,0.007429287515380837,0.010341555977229603,10
optimalobservedprecision,cm100k_true_synthetic,0.0021848582899651296,0.0013282732447817836,0.012128100959779306,0.015939278937381406,10
optimalobservedantiprecision,cm100k_true_synthetic,0.01107864785985403,0.00588235294117647,0.008658347031306494,0.01204933586337761,10
optimaltrueprecision,cm100k_true_synthetic,0.02808701446330585,0.014136622390891841,0.006714949007946052,0.00967741935483871,10
optimaltrueantiprecision,cm100k_true_synthetic,0.014700690412265365,0.006925996204933586,0.00249570089048588,0.003795066413662239,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.02226060004163144,0.011480075901328275,0.0036046536628133495,0.004933586337760911,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.02226060004163144,0.011480075901328275,0.0036046536628133495,0.004933586337760911,10
pnmf,cm100k_true_synthetic,0.001551665775945951,0.0014231499051233396,0.012654157844313136,0.017362428842504742,10
eals,cm100k_true_synthetic,0.005359720397671062,0.003605313092979127,0.009980271724423126,0.013092979127134726,10
gbpr,cm100k_true_synthetic,0.003422467001689013,0.0023719165085388993,0.011303247462467138,0.015370018975332071,10
plsa,cm100k_true_synthetic,0.0033382474949614134,0.0024667931688804553,0.011567811632983304,0.016413662239089185,10
bpoissmf,cm100k_true_synthetic,0.00756166008775117,0.004648956356736243,0.009593781816053349,0.014136622390891843,10
wrmf,cm100k_true_synthetic,0.004494066041113702,0.0032258064516129037,0.009738294645701782,0.013851992409867174,10
wbpr,cm100k_true_synthetic,0.0023452577888061757,0.0014231499051233396,0.011432567410119802,0.015559772296015179,10
