algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_true_synthetic,0.0008596211288960715,0.0006641366223908919,0.014269831393635028,0.018500948766603416,10
itemknn,cm100k_true_synthetic,0.004671937013018606,0.0032258064516129037,0.011406007595237262,0.015275142314990513,10
listrankmf,cm100k_true_synthetic,0.00500679300614385,0.003795066413662239,0.011432694332300021,0.016413662239089185,10
randomguess,cm100k_true_synthetic,0.007064336453630371,0.004079696394686908,0.009189951640632124,0.012903225806451615,10
slim,cm100k_true_synthetic,0.0014117010440539853,0.0009487666034155598,0.013762949885130115,0.018311195445920303,10
svdpp,cm100k_true_synthetic,0.010978394102208144,0.006356736242884251,0.008384095687604093,0.012713472485768504,10
ranksgd,cm100k_true_synthetic,0.006510479348304562,0.004269449715370019,0.0100751163978358,0.01442125237191651,10
userknn,cm100k_true_synthetic,0.003432972824638659,0.0028462998102466793,0.012646926493079946,0.016888045540796964,10
smootheditemaverage,cm100k_true_synthetic,0.016359752412883344,0.007685009487666034,0.008026259049170632,0.011385199240986717,10
optimalobservedprecision,cm100k_true_synthetic,0.001988655451653554,0.0015180265654648956,0.012329740059267846,0.0174573055028463,10
optimalobservedantiprecision,cm100k_true_synthetic,0.010759516803718167,0.0064516129032258064,0.008838779866204533,0.013187855787476282,10
optimaltrueprecision,cm100k_true_synthetic,0.020987508610047518,0.013092979127134726,0.0048371915823854274,0.007400379506641367,10
optimaltrueantiprecision,cm100k_true_synthetic,0.01310857854681766,0.007969639468690703,0.0026577856068310916,0.0038899430740037947,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.01952820744454121,0.01157495256166983,0.0029955054898794914,0.004459203036053131,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.01952820744454121,0.01157495256166983,0.0029955054898794914,0.004459203036053131,10
pnmf,cm100k_true_synthetic,0.0015446036674689426,0.0013282732447817839,0.013517865523919915,0.019070208728652754,10
eals,cm100k_true_synthetic,0.004580547535955506,0.003510436432637571,0.01046214768983148,0.014705882352941178,10
gbpr,cm100k_true_synthetic,0.002885544773590314,0.0025616698292220117,0.011874230838763733,0.016603415559772294,10
plsa,cm100k_true_synthetic,0.0038679189935274414,0.0025616698292220117,0.009956152689560896,0.01394686907020873,10
bpoissmf,cm100k_true_synthetic,0.009794198456892517,0.005028462998102468,0.011602403031704785,0.015180265654648957,10
wrmf,cm100k_true_synthetic,0.003104985884872033,0.0025616698292220117,0.010890930833699377,0.014990512333965846,10
wbpr,cm100k_true_synthetic,0.0009919200028308188,0.0010436432637571159,0.011600257357238844,0.015939278937381406,10
