algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed_synthetic,0.001438331535418914,0.0003236245954692557,0.07686084142394822,0.016504854368932037,10
itemknn,cm100k_observed_synthetic,0.0016181229773462784,0.0002157497303128371,0.02756459649663533,0.006040992448759439,10
listrankmf,cm100k_observed_synthetic,0.0010787486515641855,0.0003236245954692557,0.006608619715415831,0.0016181229773462784,10
randomguess,cm100k_observed_synthetic,0.0,0.0,0.010427903631787127,0.0019417475728155343,10
slim,cm100k_observed_synthetic,0.005393743257820928,0.00075512405609493,0.08207736168901218,0.01747572815533981,10
svdpp,cm100k_observed_synthetic,0.0025170801869830997,0.0003236245954692557,0.004415164123901988,0.0010787486515641855,10
ranksgd,cm100k_observed_synthetic,0.002696871628910464,0.0005393743257820927,0.014284430061129089,0.0030204962243797194,10
userknn,cm100k_observed_synthetic,0.005573534699748291,0.0008629989212513484,0.06295525761545179,0.012621359223300972,10
smootheditemaverage,cm100k_observed_synthetic,0.0,0.0,0.0008090614886731392,0.0002157497303128371,10
optimalobservedprecision,cm100k_observed_synthetic,0.0016181229773462784,0.0003236245954692557,0.03360302049622437,0.00744336569579288,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.0003595828838547285,0.00010787486515641856,0.0008090614886731392,0.0003236245954692557,10
optimaltrueprecision,cm100k_observed_synthetic,0.02400215749730313,0.003344120819848975,0.016414958647968356,0.0037756202804746495,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.002696871628910464,0.0003236245954692557,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed_synthetic,0.010068320747932397,0.0011866235167206042,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed_synthetic,0.002696871628910464,0.0003236245954692557,0.0,0.0,10
pnmf,cm100k_observed_synthetic,0.006562387630348795,0.0009708737864077671,0.051925052653207994,0.01197411003236246,10
eals,cm100k_observed_synthetic,0.0007551240560949298,0.0002157497303128371,0.007874865156418553,0.0016181229773462786,10
gbpr,cm100k_observed_synthetic,0.009439050701186624,0.0011866235167206042,0.03459315765141008,0.007659115426105718,10
plsa,cm100k_observed_synthetic,0.004314994606256742,0.0005393743257820927,0.034663790003595825,0.0074433656957928794,10
bpoissmf,cm100k_observed_synthetic,0.001977705861201007,0.0003236245954692557,0.009475008989572096,0.001725997842502697,10
wrmf,cm100k_observed_synthetic,0.002696871628910464,0.0003236245954692557,0.027815020290748442,0.00604099244875944,10
wbpr,cm100k_observed_synthetic,0.0037756202804746495,0.0005393743257820927,0.04564904710535778,0.010355987055016181,10
