algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed_synthetic,0.006808278867102397,0.000980392156862745,0.06948075526506899,0.015359477124183004,10
itemknn,cm100k_observed_synthetic,0.006263616557734205,0.0007625272331154685,0.020461147421931735,0.004466230936819172,10
listrankmf,cm100k_observed_synthetic,0.005991285403050109,0.0006535947712418301,0.017792302106027596,0.0037037037037037043,10
randomguess,cm100k_observed_synthetic,0.0016339869281045752,0.0002178649237472767,0.0069898329702251264,0.0016339869281045752,10
slim,cm100k_observed_synthetic,0.004901960784313725,0.0007625272331154684,0.07879448075526506,0.016884531590413945,10
svdpp,cm100k_observed_synthetic,0.0010893246187363835,0.00010893246187363835,0.005683940242763773,0.0011982570806100218,10
ranksgd,cm100k_observed_synthetic,0.0025417574437182284,0.00032679738562091506,0.014061365286855481,0.003159041394335512,10
userknn,cm100k_observed_synthetic,0.009350036310820624,0.0010893246187363835,0.057352941176470586,0.012962962962962963,10
smootheditemaverage,cm100k_observed_synthetic,0.0,0.0,0.0002178649237472767,0.00010893246187363835,10
optimalobservedprecision,cm100k_observed_synthetic,0.0024509803921568627,0.00032679738562091506,0.036964415395787945,0.008278867102396515,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.0010893246187363835,0.00010893246187363835,0.0039941902687000725,0.0006535947712418301,10
optimaltrueprecision,cm100k_observed_synthetic,0.02178649237472767,0.0029411764705882357,0.035575526506899054,0.008061002178649237,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.00036310820624546115,0.00010893246187363835,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed_synthetic,0.007988380537400145,0.0010893246187363835,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed_synthetic,0.00036310820624546115,0.00010893246187363835,0.0,0.0,10
pnmf,cm100k_observed_synthetic,0.0054466230936819175,0.00065359477124183,0.05206971677559913,0.010893246187363835,10
eals,cm100k_observed_synthetic,0.003812636165577342,0.0004357298474945534,0.008986928104575163,0.001525054466230937,10
gbpr,cm100k_observed_synthetic,0.006535947712418301,0.0008714596949891068,0.03149185600165992,0.007189542483660131,10
plsa,cm100k_observed_synthetic,0.0032679738562091504,0.0004357298474945534,0.03852578068264343,0.00849673202614379,10
bpoissmf,cm100k_observed_synthetic,0.007080610021786492,0.0007625272331154685,0.009713144517066084,0.0020697167755991284,10
wrmf,cm100k_observed_synthetic,0.004357298474945534,0.0004357298474945534,0.02993827160493827,0.006209150326797386,10
wbpr,cm100k_observed_synthetic,0.0054466230936819175,0.00065359477124183,0.049019607843137254,0.011002178649237472,10
