algorithm,dataset,recall,precision,fallout,antiprecision,recall_c,precision_c,fallout_c,antiprecision_c,cutoff
mostpopular,movielens1M,0.0859092775739661,0.1452029826014913,0.0340684843151257,0.036089478044739026,0.6024983062154041,0.6988546968083009,0.4695145949064018,0.3011453031916992,10
itemknn,movielens1M,0.0928344505405977,0.13534382767191386,0.018959111003921295,0.01748135874067937,0.6241588460086663,0.7394180770899909,0.4293905930257953,0.2605819229100091,10
listrankmf,movielens1M,0.08257201635150825,0.1335874067937034,0.022104357739749975,0.02354598177299089,0.6140344210493407,0.7189541168580108,0.45038918540820566,0.2810458831419892,10
randomguess,movielens1M,0.002617047576357264,0.005915492957746479,0.00264755649673293,0.004225352112676056,0.5660603300182263,0.6243062295340671,0.5253775961348841,0.37569377046593283,10
slim,movielens1M,0.11963927423586057,0.18989229494614748,0.0271501952660051,0.02674399337199669,0.6030685124155218,0.7075208111413579,0.46749528467106416,0.2924791888586421,10
svdpp,movielens1M,0.04748532100997089,0.08429163214581609,0.005503438508012631,0.0058160729080364544,0.6340093323093664,0.7559715153667099,0.41518616887628446,0.24402848463328997,10
ranksgd,movielens1M,0.12390360268227811,0.18586578293289147,0.021941699288562967,0.022485501242750623,0.6273618969017534,0.7452341499980274,0.42509985869126116,0.25476585000197266,10
userknn,movielens1M,0.08786675042559106,0.15098591549295776,0.03249958113656029,0.03420049710024855,0.6078107984961644,0.7140659644139346,0.45921450831661387,0.2859340355860654,10
smootheditemaverage,movielens1M,0.018434001570998584,0.029991714995857496,0.003360007683135737,0.0032477216238608123,0.625162125174921,0.7389044068331558,0.42898954826458024,0.2610955931668442,10
optimalobservedprecision,movielens1M,0.08915223398102022,0.14767191383595693,0.02828793385070304,0.031168185584092796,0.6111257550253023,0.7127237937428491,0.45486973859305485,0.2872762062571508,10
optimalobservedantiprecision,movielens1M,0.00013484759317284063,0.00023198011599005798,6.208645130082024e-05,8.285004142502072e-05,0.5593301199386942,0.6142482345050697,0.5279634946852528,0.38575176549493034,10
optimaltrueprecision,movielens1M,0.08991466720483927,0.14845070422535211,0.02874732127571729,0.031151615575807787,0.6117084245387279,0.7133037440328245,0.45392820879669044,0.28669625596717563,10
optimaltrueantiprecision,movielens1M,6.788677136224001e-05,0.0002982601491300746,0.0,0.0,0.5628098350873106,0.6227155087387067,0.5225964390314104,0.3772844912612933,10
optimaltrueprecisionrestricted,movielens1M,0.00016905278999996805,0.0005468102734051368,0.0,0.0,0.6288524008604838,0.7453004300311674,0.42184071443982274,0.25469956996883264,10
optimaltrueantiprecisionrestricted,movielens1M,6.788677136224001e-05,0.0002982601491300746,0.0,0.0,0.6288616064206421,0.7453004300311674,0.4218572844481078,0.25469956996883264,10
pnmf,movielens1M,0.08482381026109666,0.14346313173156586,0.03474637671074416,0.03729908864954433,0.6024292167695685,0.6985067266343157,0.46971534987578034,0.30149327336568427,10
eals,movielens1M,0.15686855817329118,0.1955592377796189,0.08526619447409585,0.08003314001657001,0.5881190106828887,0.6719450033534541,0.4794656153304842,0.32805499664654597,10
gbpr,movielens1M,0.15102055020292846,0.21988400994200497,0.06305234718595512,0.07045567522783762,0.5993591350594093,0.6932540340079693,0.46233931323558675,0.30674596599203063,10
plsa,movielens1M,0.13738590679118698,0.21658657829328917,0.0358005772814035,0.036437448218724106,0.6190645707911016,0.7323261135440091,0.43914484176077034,0.26767388645599083,10
bpoissmf,movielens1M,0.005652220843720794,0.009925434962717482,0.006615307431555201,0.010836785418392711,0.5655378916074326,0.6203957075788061,0.5247124399466367,0.3796042924211938,10
wrmf,movielens1M,0.19157652250131213,0.2612427506213753,0.06623130533428453,0.062120961060480526,0.6134453195008606,0.719335227048566,0.4447423164933209,0.2806647729514341,10
wbpr,movielens1M,0.04731799338490009,0.08709196354598178,0.021591758902541197,0.02578293289146645,0.6024251108886785,0.6964023355821203,0.46882673813813114,0.30359766441787983,10
