algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_true,0.028072310405643737,0.006759259259259259,0.0076032480893592005,0.006222222222222223,10
itemknn,yahoo_true,0.03411383009994121,0.00788888888888889,0.00549265138154027,0.004685185185185186,10
listrankmf,yahoo_true,0.030081128747795415,0.00714814814814815,0.00814484126984127,0.0065370370370370365,10
randomguess,yahoo_true,0.006947824808935921,0.002444444444444445,0.010435111699000589,0.008074074074074076,10
slim,yahoo_true,0.02168121693121693,0.0054444444444444445,0.007357730746619635,0.005851851851851852,10
svdpp,yahoo_true,0.014514035861258084,0.003944444444444445,0.00878123162845385,0.006962962962962964,10
ranksgd,yahoo_true,0.024480526161081716,0.00625925925925926,0.007337815990593768,0.005981481481481481,10
userknn,yahoo_true,0.0341330834803057,0.008203703703703704,0.006099647266313932,0.005092592592592593,10
smootheditemaverage,yahoo_true,0.009233245149911817,0.002777777777777778,0.009480599647266314,0.007222222222222222,10
optimalobservedprecision,yahoo_true,0.030291152263374487,0.007185185185185186,0.0073858759553204,0.006074074074074074,10
optimalobservedantiprecision,yahoo_true,0.004610082304526749,0.0015185185185185187,0.010807172251616695,0.008166666666666668,10
optimaltrueprecision,yahoo_true,0.03207275132275132,0.00774074074074074,0.007321942974720753,0.006000000000000001,10
optimaltrueantiprecision,yahoo_true,0.016179159318048208,0.0044444444444444444,0.004431216931216932,0.003740740740740741,10
optimaltrueprecisionrestricted,yahoo_true,0.026946061140505583,0.006796296296296297,0.00537066431510876,0.004481481481481482,10
optimaltrueantiprecisionrestricted,yahoo_true,0.026946061140505583,0.006796296296296297,0.00537066431510876,0.004481481481481482,10
pnmf,yahoo_true,0.032931290417401525,0.007814814814814816,0.006955614344503234,0.005722222222222222,10
eals,yahoo_true,0.025271898883009996,0.006148148148148148,0.006355379188712523,0.005333333333333333,10
gbpr,yahoo_true,0.03845502645502645,0.009055555555555556,0.005888962375073486,0.0050185185185185185,10
plsa,yahoo_true,0.030014182833627272,0.007425925925925926,0.006927028218694886,0.005648148148148149,10
bpoissmf,yahoo_true,0.006455099941211052,0.0019814814814814816,0.011169385655496767,0.008407407407407409,10
wrmf,yahoo_true,0.043360817166372724,0.009685185185185186,0.004970825984714874,0.004314814814814815,10
wbpr,yahoo_true,0.019658215755437976,0.004796296296296298,0.008779247501469724,0.006925925925925927,10
