algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_true,0.02834700176366843,0.006925925925925927,0.007460537918871253,0.00612962962962963,10
itemknn,yahoo_true,0.03310273368606702,0.007722222222222222,0.005905790711346267,0.005,10
listrankmf,yahoo_true,0.028842004703115813,0.00688888888888889,0.007561507936507937,0.006148148148148148,10
randomguess,yahoo_true,0.008130878894767784,0.0024074074074074076,0.010521898883009995,0.008037037037037039,10
slim,yahoo_true,0.021444738389182833,0.005574074074074074,0.007771678424456202,0.006166666666666666,10
svdpp,yahoo_true,0.015588403880070545,0.004203703703703704,0.008872721928277484,0.00688888888888889,10
ranksgd,yahoo_true,0.026939153439153436,0.006759259259259259,0.005974941211052322,0.004981481481481481,10
userknn,yahoo_true,0.03602682245737801,0.00875925925925926,0.006109420928865373,0.005203703703703704,10
smootheditemaverage,yahoo_true,0.009321355085243975,0.0028333333333333335,0.009515138154027044,0.00737037037037037,10
optimalobservedprecision,yahoo_true,0.029692680776014106,0.007203703703703704,0.00738286302175191,0.006092592592592594,10
optimalobservedantiprecision,yahoo_true,0.006024176954732509,0.001981481481481481,0.01068099647266314,0.008018518518518519,10
optimaltrueprecision,yahoo_true,0.03202226631393298,0.007759259259259259,0.0073032039976484425,0.005944444444444445,10
optimaltrueantiprecision,yahoo_true,0.016163727219282772,0.0044444444444444444,0.004566211052322164,0.003833333333333334,10
optimaltrueprecisionrestricted,yahoo_true,0.027351925338036445,0.006870370370370372,0.005318415637860082,0.004425925925925926,10
optimaltrueantiprecisionrestricted,yahoo_true,0.027351925338036445,0.006870370370370372,0.005318415637860082,0.004425925925925926,10
pnmf,yahoo_true,0.03242871840094063,0.0076851851851851855,0.00715380658436214,0.005944444444444445,10
eals,yahoo_true,0.02483348030570253,0.006407407407407408,0.006510288065843621,0.00525925925925926,10
gbpr,yahoo_true,0.03667056143445033,0.008277777777777778,0.006080614344503234,0.005166666666666667,10
plsa,yahoo_true,0.03237073780129336,0.007925925925925925,0.006830099941211052,0.005648148148148148,10
bpoissmf,yahoo_true,0.00821112580834803,0.0024629629629629632,0.00872200176366843,0.006962962962962962,10
wrmf,yahoo_true,0.045601043503821284,0.009814814814814814,0.0053819077013521465,0.004629629629629629,10
wbpr,yahoo_true,0.020490079365079364,0.005333333333333333,0.009021898883009994,0.007240740740740739,10
