algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_true,0.02765586419753086,0.006759259259259261,0.007490152851263962,0.006148148148148148,10
itemknn,yahoo_true,0.03384097589653145,0.007907407407407408,0.005717151675485008,0.00488888888888889,10
listrankmf,yahoo_true,0.030403586125808343,0.007111111111111112,0.007584950029394473,0.0062037037037037035,10
randomguess,yahoo_true,0.008085464432686654,0.0025925925925925925,0.009662698412698411,0.007444444444444445,10
slim,yahoo_true,0.021214726631393295,0.005388888888888889,0.007572971781305113,0.006111111111111111,10
svdpp,yahoo_true,0.013915270429159318,0.0037962962962962963,0.008018151087595531,0.0065000000000000014,10
ranksgd,yahoo_true,0.028956349206349204,0.007111111111111112,0.0063042328042328035,0.00512962962962963,10
userknn,yahoo_true,0.03611529982363316,0.00837037037037037,0.006490079365079365,0.005462962962962963,10
smootheditemaverage,yahoo_true,0.01006547619047619,0.0030555555555555557,0.008938418577307466,0.00712962962962963,10
optimalobservedprecision,yahoo_true,0.029986919459141684,0.007222222222222224,0.007387713109935332,0.006092592592592594,10
optimalobservedantiprecision,yahoo_true,0.004893812463256908,0.0015185185185185184,0.011141975308641975,0.008407407407407407,10
optimaltrueprecision,yahoo_true,0.031100676072898296,0.007574074074074075,0.007055849500293945,0.005796296296296297,10
optimaltrueantiprecision,yahoo_true,0.016192827748383303,0.004481481481481481,0.0044993386243386245,0.003814814814814815,10
optimaltrueprecisionrestricted,yahoo_true,0.027345752498530277,0.006851851851851852,0.005296075837742505,0.004462962962962963,10
optimaltrueantiprecisionrestricted,yahoo_true,0.027345752498530277,0.006851851851851852,0.005296075837742505,0.004462962962962963,10
pnmf,yahoo_true,0.03172075249853028,0.0075,0.0072585978835978835,0.005962962962962963,10
eals,yahoo_true,0.02363661081716637,0.005944444444444446,0.006938345091122868,0.0056851851851851855,10
gbpr,yahoo_true,0.04016372721928277,0.009203703703703704,0.005793577307466196,0.004981481481481481,10
plsa,yahoo_true,0.03402476484420929,0.008111111111111112,0.006534905937683714,0.005462962962962963,10
bpoissmf,yahoo_true,0.008645135214579658,0.002685185185185185,0.009676660787771898,0.007462962962962962,10
wrmf,yahoo_true,0.045821134626690185,0.010018518518518519,0.005331128747795414,0.0045000000000000005,10
wbpr,yahoo_true,0.018340241034685477,0.004796296296296297,0.008780937683715462,0.007055555555555556,10
