algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,yahoo_true,0.02766078777189888,0.006796296296296297,0.007513007054673722,0.006166666666666666,10
itemknn,yahoo_true,0.03410383597883598,0.007981481481481482,0.005897486772486772,0.005074074074074074,10
listrankmf,yahoo_true,0.028652704291593174,0.00712962962962963,0.007963624338624338,0.006277777777777779,10
randomguess,yahoo_true,0.008010141093474428,0.002425925925925926,0.009207598471487359,0.007111111111111111,10
slim,yahoo_true,0.01851432980599647,0.00537037037037037,0.007924162257495591,0.006462962962962963,10
svdpp,yahoo_true,0.013139770723104058,0.0039259259259259265,0.008526014109347443,0.006925925925925927,10
ranksgd,yahoo_true,0.02875389476778365,0.006629629629629629,0.006297178130511464,0.005314814814814815,10
userknn,yahoo_true,0.03612646972369194,0.008407407407407407,0.005734567901234567,0.0049259259259259265,10
smootheditemaverage,yahoo_true,0.011093768371546148,0.003222222222222222,0.009364932392710171,0.007222222222222222,10
optimalobservedprecision,yahoo_true,0.03071972369194591,0.00725925925925926,0.0071788653733098175,0.005907407407407408,10
optimalobservedantiprecision,yahoo_true,0.004740740740740741,0.0016296296296296297,0.01123478835978836,0.008407407407407409,10
optimaltrueprecision,yahoo_true,0.03186177248677249,0.00774074074074074,0.0073831569664903,0.0060185185185185185,10
optimaltrueantiprecision,yahoo_true,0.016228542034097588,0.0045,0.0045224867724867725,0.0037962962962962963,10
optimaltrueprecisionrestricted,yahoo_true,0.027407480893592004,0.006907407407407407,0.005414168136390359,0.004518518518518519,10
optimaltrueantiprecisionrestricted,yahoo_true,0.027407480893592004,0.006907407407407407,0.005414168136390359,0.004518518518518519,10
pnmf,yahoo_true,0.03184575249853028,0.007592592592592593,0.007432686654908878,0.006111111111111111,10
eals,yahoo_true,0.022241034685479128,0.005574074074074074,0.006601043503821282,0.005537037037037037,10
gbpr,yahoo_true,0.03816754850088184,0.008962962962962963,0.00594944150499706,0.005074074074074074,10
plsa,yahoo_true,0.033268077601410935,0.00811111111111111,0.006704071134626689,0.0055925925925925934,10
bpoissmf,yahoo_true,0.008339800117577897,0.0024814814814814816,0.009703924162257495,0.00775925925925926,10
wrmf,yahoo_true,0.044897560258671365,0.010074074074074076,0.00517254556143445,0.004462962962962963,10
wbpr,yahoo_true,0.017773809523809525,0.00512962962962963,0.00707363315696649,0.005851851851851852,10
